lon,lat,hurt,color,road,scale,level1,level2
121.523358,25.068299,2,受傷事故,民族東路,3,惡化,重度惡化
121.557931,25.043917,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.568541,25.046175,2,受傷事故,基隆路1段,3,惡化,輕微惡化
121.544828,25.012114,1,受傷事故,基隆路3段,2,惡化,輕微惡化
121.524139,25.101839,1,受傷事故,福國路,2,惡化,重度惡化
121.523612,25.053328,1,受傷事故,南京東西路,2,惡化,中度惡化
121.560025,25.04824,2,受傷事故,八德路4段,2,惡化,輕微惡化
121.57996,25.050304,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.567019,25.084454,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.558063,25.048338,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.520332,25.052505,1,受傷事故,南京東西路,2,惡化,中度惡化
121.549637,25.051919,2,受傷事故,南京東西路,3,惡化,中度惡化
121.569359,25.055526,1,受傷事故,塔悠路,2,惡化,重度惡化
121.557049,25.035495,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.565843,25.048527,1,受傷事故,南京東西路,2,惡化,中度惡化
121.516784,25.04909,1,受傷事故,南京東西路,2,惡化,中度惡化
121.543715,25.047768,1,受傷事故,復興北路,2,惡化,中度惡化
121.578416,25.079079,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.510994,25.046669,2,受傷事故,寶慶路,2,惡化,中度惡化
121.54222,25.067668,1,受傷事故,民族東路,2,惡化,重度惡化
121.567432,25.049807,1,受傷事故,南京東西路,2,惡化,中度惡化
121.557807,25.019832,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.595048,25.052482,1,受傷事故,忠孝東路6段,1,改善,微幅改善
121.571059,25.081848,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.557049,25.035495,2,受傷事故,光復南北路,3,惡化,輕微惡化
121.558715,25.049693,2,受傷事故,光復南北路,2,惡化,輕微惡化
121.559333,25.048231,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.564826,25.082419,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.523386,25.027199,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.544714,25.066113,1,受傷事故,民族東路,3,惡化,重度惡化
121.536893,25.066725,1,受傷事故,民族東路,3,惡化,重度惡化
121.560761,25.048943,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.569639,25.08211,1,受傷事故,內湖路1段,3,惡化,中度惡化
121.550602,25.045735,2,受傷事故,八德路3段,3,改善,有效改善
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.525135,25.102125,1,受傷事故,福國路,2,惡化,重度惡化
121.543805,25.051209,3,受傷事故,復興北路,5,惡化,中度惡化
121.521621,25.102145,1,受傷事故,福國路,3,惡化,重度惡化
121.557407,25.105129,1,受傷事故,至善路2段,2,改善,有效改善
121.557931,25.043917,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.523208,25.05325,2,受傷事故,南京東西路,3,惡化,中度惡化
121.531576,25.050699,1,受傷事故,松江路,2,惡化,重度惡化
121.524054,25.031351,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.551044,25.053246,1,受傷事故,南京東西路,2,惡化,中度惡化
121.524238,25.034929,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.51763,25.034351,1,受傷事故,杭州南路2段,2,改善,微幅改善
121.55556,25.058427,1,受傷事故,復興北路,2,惡化,中度惡化
121.569428,25.048983,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.522831,25.052609,2,受傷事故,民族東路,2,惡化,重度惡化
121.520332,25.052505,1,受傷事故,南京東西路,2,惡化,中度惡化
121.582714,25.045632,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.54749,25.0245,2,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.553696,25.02117,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.549328,25.047841,1,受傷事故,八德路3段,2,改善,有效改善
121.564279,25.063275,1,受傷事故,塔悠路,2,惡化,重度惡化
121.570065,25.050049,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.570535,25.050284,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.523047,25.026847,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.564279,25.063275,1,受傷事故,光復南北路,4,惡化,輕微惡化
121.549328,25.047841,1,受傷事故,八德路3段,3,改善,有效改善
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.566106,25.052783,2,受傷事故,南京東西路,3,惡化,中度惡化
121.533131,25.045912,1,受傷事故,松江路,3,惡化,重度惡化
121.539437,25.051748,1,受傷事故,南京東西路,2,惡化,中度惡化
121.564279,25.063275,2,受傷事故,光復南北路,3,惡化,輕微惡化
121.553079,25.053604,1,受傷事故,健康路,2,改善,微幅改善
121.536717,25.065937,1,受傷事故,建國北路3段,2,改善,有效改善
121.558063,25.048338,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.544158,25.047968,1,受傷事故,復興北路,2,惡化,中度惡化
121.5697,25.081699,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.586314,25.058146,1,受傷事故,南京東西路,1,惡化,中度惡化
121.525139,25.068263,1,受傷事故,民族東路,4,惡化,重度惡化
121.550144,25.048929,1,受傷事故,南京東西路,2,惡化,中度惡化
121.513129,25.054082,1,受傷事故,南京東西路,3,惡化,中度惡化
121.56908,25.057229,2,受傷事故,光復南北路,2,惡化,輕微惡化
121.530603,25.095858,2,受傷事故,福林路,2,惡化,中度惡化
121.533131,25.045912,1,受傷事故,松江路,2,惡化,重度惡化
121.557982,25.047915,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.544132,25.044899,3,受傷事故,八德路3段,3,改善,有效改善
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.510735,25.110443,1,受傷事故,立賢路,2,惡化,中度惡化
121.557993,25.048456,4,受傷事故,光復南北路,5,惡化,輕微惡化
121.567817,25.084976,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.567124,25.045186,2,受傷事故,基隆路1段,3,惡化,輕微惡化
121.572207,25.081492,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.524238,25.034929,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.557212,25.086797,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.543049,25.097404,2,受傷事故,至善路2段,3,改善,有效改善
121.549328,25.047841,1,受傷事故,八德路3段,2,改善,有效改善
121.528533,25.047706,1,受傷事故,南京東西路,2,惡化,中度惡化
121.557993,25.048456,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.534036,25.097467,2,受傷事故,福林路,3,惡化,中度惡化
121.572461,25.08141,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.558063,25.048338,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.561435,25.048679,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.558604,25.01891,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.569428,25.048983,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.552475,25.047933,2,受傷事故,八德路3段,3,改善,有效改善
121.567004,25.049244,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.54468,25.052838,2,受傷事故,復興北路,2,惡化,中度惡化
121.558715,25.049693,3,受傷事故,光復南北路,3,惡化,輕微惡化
121.580915,25.05744,2,受傷事故,南京東西路,3,惡化,中度惡化
121.511678,25.041388,3,受傷事故,寶慶路,3,惡化,中度惡化
121.509197,25.047844,1,受傷事故,中華路1段,2,惡化,重度惡化
121.572306,25.050215,1,受傷事故,塔悠路,2,惡化,重度惡化
121.540923,25.023174,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.557993,25.048456,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.508612,25.059847,2,受傷事故,南京東西路,2,惡化,中度惡化
121.561482,25.08451,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.549807,25.047546,1,受傷事故,八德路3段,2,改善,有效改善
121.524725,25.10178,1,受傷事故,福國路,2,惡化,重度惡化
121.544329,25.054915,1,受傷事故,復興北路,2,惡化,中度惡化
121.574926,25.080652,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.530248,25.094587,1,受傷事故,福林路,2,惡化,中度惡化
121.56746,25.051556,1,受傷事故,南京東西路,2,惡化,中度惡化
121.543862,25.065069,2,受傷事故,復興北路,2,惡化,中度惡化
121.537921,25.062144,1,受傷事故,建國北路3段,2,改善,有效改善
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.56003,25.049831,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.566122,25.049537,2,受傷事故,八德路4段,2,惡化,輕微惡化
121.558715,25.049693,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.578933,25.080549,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.555965,25.036066,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.564426,25.083573,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.53327,25.053553,2,受傷事故,松江路,2,惡化,重度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.578934,25.050089,2,受傷事故,八德路4段,3,惡化,輕微惡化
121.567897,25.083739,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.543779,25.066056,1,受傷事故,復興北路,2,惡化,中度惡化
121.533264,25.05009,1,受傷事故,松江路,2,惡化,重度惡化
121.556869,25.020771,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.558442,25.08507,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.539696,25.064478,1,受傷事故,民族東路,2,惡化,重度惡化
121.560823,25.054991,2,受傷事故,健康路,3,改善,微幅改善
121.515272,25.036332,1,受傷事故,公園路,2,惡化,中度惡化
121.510583,25.04736,2,受傷事故,中華路1段,3,惡化,重度惡化
121.533131,25.045912,2,受傷事故,松江路,3,惡化,重度惡化
121.549637,25.051919,1,受傷事故,南京東西路,1,惡化,中度惡化
121.544213,25.038271,2,受傷事故,光復南北路,3,惡化,輕微惡化
121.539773,25.097169,1,受傷事故,福林路,2,惡化,中度惡化
121.527053,25.068125,2,受傷事故,民族東路,2,惡化,重度惡化
121.5582,25.018588,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.534846,25.023952,3,受傷事故,新生南路3段,4,惡化,重度惡化
121.533829,25.020485,1,受傷事故,新生南路3段,2,惡化,重度惡化
121.550036,25.051912,1,受傷事故,南京東西路,2,惡化,中度惡化
121.57996,25.050304,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.591432,25.059977,1,受傷事故,南京東西路,2,惡化,中度惡化
121.530193,25.048646,1,受傷事故,復興北路,2,惡化,中度惡化
121.544158,25.047968,1,受傷事故,復興北路,3,惡化,中度惡化
121.578745,25.080593,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.557796,25.037254,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.572062,25.081931,2,受傷事故,內湖路1段,3,惡化,中度惡化
121.559039,25.018657,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.559905,25.050138,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.551561,25.048082,2,受傷事故,八德路3段,3,改善,有效改善
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.546784,25.0254,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.567019,25.084454,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.567351,25.056107,1,受傷事故,健康路,2,改善,微幅改善
121.582988,25.045983,2,受傷事故,忠孝東路6段,2,改善,微幅改善
121.508951,25.063672,1,受傷事故,南京東西路,3,惡化,中度惡化
121.557672,25.033878,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.543171,25.065885,1,受傷事故,復興北路,2,惡化,中度惡化
121.560999,25.051272,1,受傷事故,南京東西路,3,惡化,中度惡化
121.563683,25.048666,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.572306,25.050215,2,受傷事故,塔悠路,2,惡化,重度惡化
121.558063,25.048338,1,受傷事故,塔悠路,2,惡化,重度惡化
121.566571,25.051555,1,受傷事故,南京東西路,2,惡化,中度惡化
121.507769,25.053735,1,受傷事故,南京東西路,2,惡化,中度惡化
121.567124,25.045186,2,受傷事故,基隆路1段,3,惡化,輕微惡化
121.5553,25.047947,1,受傷事故,八德路3段,2,改善,有效改善
121.555965,25.036066,2,受傷事故,光復南北路,2,惡化,輕微惡化
121.520332,25.052505,1,受傷事故,南京東西路,2,惡化,中度惡化
121.535527,25.066756,1,受傷事故,建國北路3段,2,改善,有效改善
121.544566,25.062756,3,受傷事故,復興北路,3,惡化,中度惡化
121.554195,25.018961,2,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.523595,25.026365,1,受傷事故,羅斯福路1、2段,2,惡化,微幅改善
121.569428,25.048983,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.549637,25.051919,1,受傷事故,南京東西路,2,惡化,中度惡化
121.566179,25.082674,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.569309,25.051076,2,受傷事故,南京東西路,2,惡化,中度惡化
121.557496,25.044719,3,受傷事故,光復南北路,3,惡化,輕微惡化
121.528045,25.052292,1,受傷事故,南京東西路,3,惡化,中度惡化
121.532771,25.049866,2,受傷事故,松江路,2,惡化,重度惡化
121.523358,25.044426,1,受傷事故,愛國東路,3,惡化,輕微惡化
121.51763,25.034351,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.569428,25.048983,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.549091,25.062857,1,受傷事故,民族東路,2,惡化,重度惡化
121.509676,25.045559,1,受傷事故,中華路1段,2,惡化,重度惡化
121.544132,25.044899,2,受傷事故,八德路3段,3,改善,有效改善
121.556323,25.020177,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.564972,25.051615,2,受傷事故,南京東西路,3,惡化,中度惡化
121.524122,25.048074,1,受傷事故,南京東西路,2,惡化,中度惡化
121.521126,25.048372,1,受傷事故,南京東西路,2,惡化,中度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.586546,25.059114,2,受傷事故,南京東西路,3,惡化,中度惡化
121.564279,25.063275,1,受傷事故,復興北路,2,惡化,中度惡化
121.580096,25.045003,2,受傷事故,中坡北路,2,改善,有效改善
121.560711,25.052163,1,受傷事故,南京東西路,2,惡化,中度惡化
121.530468,25.028428,2,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.543796,25.05082,1,受傷事故,復興北路,2,惡化,中度惡化
121.560655,25.050609,1,受傷事故,南京東西路,2,惡化,中度惡化
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.582714,25.045632,2,受傷事故,忠孝東路6段,2,改善,微幅改善
121.55304,25.024194,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.55237,25.052727,2,受傷事故,健康路,2,改善,微幅改善
121.528014,25.062951,3,受傷事故,民族東路,4,惡化,重度惡化
121.552475,25.047933,2,受傷事故,八德路3段,3,改善,有效改善
121.568417,25.048231,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.528014,25.062951,1,受傷事故,南京東西路,2,惡化,中度惡化
121.560847,25.033179,2,受傷事故,基隆路1段,3,惡化,輕微惡化
121.57822,25.078711,1,受傷事故,內湖路1段,3,惡化,中度惡化
121.573338,25.081043,1,受傷事故,內湖路1段,3,惡化,中度惡化
121.552432,25.052291,2,受傷事故,健康路,3,改善,微幅改善
121.561933,25.051662,1,受傷事故,南京東西路,2,惡化,中度惡化
121.566401,25.043552,1,受傷事故,中坡北路,2,改善,有效改善
121.521621,25.102145,1,受傷事故,福國路,2,惡化,重度惡化
121.55067,25.047545,2,受傷事故,八德路3段,2,改善,有效改善
121.569768,25.056325,1,受傷事故,塔悠路,2,惡化,重度惡化
121.564279,25.063275,2,受傷事故,復興北路,2,惡化,中度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.510583,25.04736,2,受傷事故,中華路1段,3,惡化,重度惡化
121.570065,25.050049,3,受傷事故,八德路4段,3,惡化,輕微惡化
121.507589,25.041208,1,受傷事故,中華路1段,3,惡化,重度惡化
121.544158,25.047968,1,受傷事故,復興北路,2,惡化,中度惡化
121.521809,25.027573,1,受傷事故,羅斯福路1、2段,2,惡化,微幅改善
121.569428,25.048983,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.549637,25.051919,1,受傷事故,南京東西路,2,惡化,中度惡化
121.517403,25.04549,2,受傷事故,公園路,2,惡化,中度惡化
121.520816,25.02961,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.520332,25.052505,1,受傷事故,南京東西路,1,惡化,中度惡化
121.549637,25.051919,1,受傷事故,南京東西路,2,惡化,中度惡化
121.574359,25.080532,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.559397,25.048238,2,受傷事故,八德路4段,2,惡化,輕微惡化
121.544158,25.047968,1,受傷事故,復興北路,2,惡化,中度惡化
121.569914,25.055667,1,受傷事故,塔悠路,2,惡化,重度惡化
121.526205,25.031599,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.563614,25.083926,2,受傷事故,內湖路1段,2,惡化,中度惡化
121.556858,25.045548,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.521073,25.032755,2,受傷事故,愛國東路,2,惡化,輕微惡化
121.581839,25.044454,1,受傷事故,中坡北路,2,改善,有效改善
121.535059,25.045107,2,受傷事故,復興北路,2,惡化,中度惡化
121.558308,25.050601,3,受傷事故,光復南北路,3,惡化,輕微惡化
121.533413,25.061945,1,受傷事故,松江路,2,惡化,重度惡化
121.556935,25.042289,2,受傷事故,光復南北路,2,惡化,輕微惡化
121.564787,25.042092,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.523358,25.068299,1,受傷事故,民族東路,2,惡化,重度惡化
121.557931,25.043917,2,受傷事故,光復南北路,2,惡化,輕微惡化
121.509197,25.047844,1,受傷事故,中華路1段,2,惡化,重度惡化
121.523315,25.026219,1,受傷事故,羅斯福路1、2段,2,惡化,微幅改善
121.506865,25.036456,1,受傷事故,寶慶路,2,惡化,中度惡化
121.523152,25.054866,2,受傷事故,松江路,3,惡化,重度惡化
121.511844,25.054072,2,受傷事故,南京東西路,2,惡化,中度惡化
121.584412,25.049059,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.520332,25.052505,1,受傷事故,南京東西路,2,惡化,中度惡化
121.549637,25.051919,1,受傷事故,南京東西路,2,惡化,中度惡化
121.510583,25.04736,3,受傷事故,中華路1段,4,惡化,重度惡化
121.544158,25.047968,1,受傷事故,南京東西路,1,惡化,中度惡化
121.557103,25.048013,1,受傷事故,八德路3段,2,改善,有效改善
121.57782,25.079208,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.560047,25.048241,1,受傷事故,八德路4段,3,惡化,輕微惡化
121.510583,25.04736,1,受傷事故,中華路1段,3,惡化,重度惡化
121.525022,25.10256,1,受傷事故,福林路,2,惡化,中度惡化
121.534783,25.100148,1,受傷事故,福林路,2,惡化,中度惡化
121.543715,25.047768,1,受傷事故,復興北路,2,惡化,中度惡化
121.554257,25.045038,2,受傷事故,八德路3段,2,改善,有效改善
121.563109,25.036083,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.544985,25.061767,2,受傷事故,復興北路,2,惡化,中度惡化
121.570414,25.052537,2,受傷事故,塔悠路,2,惡化,重度惡化
121.525135,25.102125,1,受傷事故,福國路,2,惡化,重度惡化
121.544158,25.047968,2,受傷事故,復興北路,3,惡化,中度惡化
121.523358,25.068299,2,受傷事故,民族東路,3,惡化,重度惡化
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.546246,25.064468,1,受傷事故,民族東路,2,惡化,重度惡化
121.53431,25.067706,2,受傷事故,建國北路3段,2,改善,有效改善
121.584412,25.049059,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.578385,25.079018,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.567909,25.082533,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.540887,25.025005,3,受傷事故,和平東路1、2、3段,3,惡化,重度惡化
121.587601,25.048755,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.544714,25.066113,1,受傷事故,民族東路,2,惡化,重度惡化
121.560419,25.056322,1,受傷事故,健康路,2,改善,微幅改善
121.551072,25.100314,1,受傷事故,至善路2段,2,改善,有效改善
121.553929,25.051435,3,受傷事故,南京東西路,3,惡化,中度惡化
121.580915,25.05744,1,受傷事故,南京東西路,2,惡化,中度惡化
121.549637,25.051919,2,受傷事故,南京東西路,2,惡化,中度惡化
121.529714,25.054981,1,受傷事故,南京東西路,2,惡化,中度惡化
121.535059,25.045107,4,受傷事故,復興北路,4,惡化,中度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.515613,25.053896,2,受傷事故,南京東西路,4,惡化,中度惡化
121.586546,25.059114,1,受傷事故,南京東西路,2,惡化,中度惡化
121.537137,25.04643,1,受傷事故,南京東西路,2,惡化,中度惡化
121.570678,25.04971,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.549695,25.054207,1,受傷事故,健康路,2,改善,微幅改善
121.560567,25.048591,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.570504,25.048287,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.517403,25.04549,1,受傷事故,公園路,2,惡化,中度惡化
121.530421,25.05686,2,受傷事故,松江路,2,惡化,重度惡化
121.584412,25.049059,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.535956,25.068019,2,受傷事故,民族東路,2,惡化,重度惡化
121.544191,25.048788,3,受傷事故,復興北路,3,惡化,中度惡化
121.512176,25.041343,3,受傷事故,寶慶路,3,惡化,中度惡化
121.526726,25.051904,1,受傷事故,南京東西路,2,惡化,中度惡化
121.556869,25.020771,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.558335,25.048684,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.55556,25.058427,1,受傷事故,塔悠路,2,惡化,重度惡化
121.569428,25.048983,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.571059,25.081848,2,受傷事故,內湖路1段,4,惡化,中度惡化
121.546792,25.051524,2,受傷事故,南京東西路,3,惡化,中度惡化
121.533455,25.059197,1,受傷事故,松江路,2,惡化,重度惡化
121.560847,25.033179,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.564279,25.063275,3,受傷事故,復興北路,3,惡化,中度惡化
121.517403,25.04549,1,受傷事故,公園路,2,惡化,中度惡化
121.543715,25.047768,1,受傷事故,復興北路,2,惡化,中度惡化
121.55749,25.04195,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.506311,25.037434,1,受傷事故,中華路1段,1,惡化,重度惡化
121.539517,25.025207,1,受傷事故,和平東路1、2、3段,3,惡化,重度惡化
121.517403,25.04549,1,受傷事故,公園路,2,惡化,中度惡化
121.572306,25.050215,1,受傷事故,塔悠路,2,惡化,重度惡化
121.565879,25.050207,1,受傷事故,南京東西路,2,惡化,中度惡化
121.580884,25.045517,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.532332,25.053965,1,受傷事故,松江路,2,惡化,重度惡化
121.569593,25.057176,2,受傷事故,塔悠路,2,惡化,重度惡化
121.520332,25.052505,1,受傷事故,南京東西路,2,惡化,中度惡化
121.543715,25.047768,2,受傷事故,復興北路,3,惡化,中度惡化
121.534385,25.025127,3,受傷事故,新生南路3段,3,惡化,重度惡化
121.580405,25.045729,1,受傷事故,中坡北路,2,改善,有效改善
121.57996,25.050304,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.528045,25.052292,2,受傷事故,南京東西路,3,惡化,中度惡化
121.547465,25.024833,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.580459,25.04596,1,受傷事故,中坡北路,2,改善,有效改善
121.536422,25.066492,1,受傷事故,建國北路3段,2,改善,有效改善
121.558319,25.028575,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.55806,25.050274,1,受傷事故,光復南北路,3,惡化,輕微惡化
121.560823,25.054991,1,受傷事故,健康路,2,改善,微幅改善
121.558077,25.109956,2,受傷事故,至善路2段,2,改善,有效改善
121.567124,25.045186,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.584412,25.049059,1,受傷事故,忠孝東路6段,2,改善,微幅改善
121.552494,25.052508,1,受傷事故,健康路,2,改善,微幅改善
121.528045,25.052292,1,受傷事故,南京東西路,1,惡化,中度惡化
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.549637,25.051919,2,受傷事故,南京東西路,3,惡化,中度惡化
121.544563,25.013338,1,受傷事故,基隆路3段,2,惡化,輕微惡化
121.569428,25.048983,1,受傷事故,基隆路1段,2,惡化,輕微惡化
121.563208,25.087036,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.562454,25.084022,1,受傷事故,內湖路1段,1,惡化,中度惡化
121.560025,25.04824,3,受傷事故,八德路4段,3,惡化,輕微惡化
121.567933,25.082899,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.544714,25.066113,1,受傷事故,民族東路,2,惡化,重度惡化
121.559398,25.032416,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.563507,25.05463,1,受傷事故,健康路,2,改善,微幅改善
121.530248,25.094587,1,受傷事故,福林路,2,惡化,中度惡化
121.516784,25.04909,1,受傷事故,南京東西路,1,惡化,中度惡化
121.560761,25.048943,2,受傷事故,八德路4段,3,惡化,輕微惡化
121.566991,25.082322,1,受傷事故,內湖路1段,2,惡化,中度惡化
121.553079,25.053604,2,受傷事故,健康路,3,改善,微幅改善
121.528045,25.052292,2,受傷事故,南京東西路,2,惡化,中度惡化
121.556245,25.057448,1,受傷事故,八德路4段,2,惡化,輕微惡化
121.559398,25.032416,1,受傷事故,和平東路1、2、3段,2,惡化,重度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.557496,25.044719,1,受傷事故,光復南北路,2,惡化,輕微惡化
121.53599,25.066824,1,受傷事故,建國北路3段,2,改善,有效改善
121.519586,25.043966,1,受傷事故,愛國東路,2,惡化,輕微惡化
121.530248,25.094587,1,受傷事故,福林路,2,惡化,中度惡化
121.530421,25.05686,1,受傷事故,松江路,2,惡化,重度惡化
121.55556,25.058427,1,受傷事故,塔悠路,2,惡化,重度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.557205,25.046149,1,受傷事故,八德路3段,2,改善,有效改善
121.54222,25.067668,3,受傷事故,民族東路,3,惡化,重度惡化
121.527936,25.058174,2,受傷事故,松江路,2,惡化,重度惡化
121.568285,25.050774,1,受傷事故,南京東西路,2,惡化,中度惡化
121.510583,25.04736,1,受傷事故,中華路1段,2,惡化,重度惡化
121.517403,25.04549,1,受傷事故,公園路,2,惡化,中度惡化
121.527227,25.057539,1,受傷事故,松江路,2,惡化,重度惡化
121.528045,25.052292,1,受傷事故,南京東西路,2,惡化,中度惡化
121.524122,25.048074,1,受傷事故,南京東西路,2,惡化,中度惡化
121.56446,25.012438,3,受傷事故,和平東路1、2、3段,3,惡化,重度惡化
121.543715,25.047768,1,受傷事故,復興北路,5,惡化,中度惡化
121.528045,25.052292,3,受傷事故,南京東西路,3,惡化,中度惡化
121.557719,25.036442,1,受傷事故,光復南北路,2,惡化,輕微惡化
